Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.3553275,572.7402609,356.35078,347.8706447,390.8799643,443.9248609,487.0686244,505.0358871,590.2399473,582.6698862,593.4505817,659.5889885,742.6511183,882.0301677,1130.087914,1557.484589,2041.652671,2962.702346,3777.668593,2820.592655,3041.344507,3349.553098,3511.563997,3680.166922,3852.118006,3512.393503,3524.424769,3869.053739,4196.005623,4597.228874,4268.680933,4685.179971,6571.974455,8053.010663
American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8972.696365,9197.661968,8958.428667,8831.26976,8745.166211,9231.372409,10030.80891,12156.02939,10375.17201,10383.45933,11745.48992,11813.5022,12026.33449,12727.41027,12843.33429,11863.68395,12552.05469,12886.13595,14489.25866,15236.16049,18017.45894,
Antigua and Barbuda,ATG,,,,,,,,,,,,,,,,,,1213.496231,1374.704602,1704.969119,2052.931049,2310.025172,2568.895978,2846.708167,3270.438528,3813.912843,4629.053411,5423.963043,6465.807555,7187.495431,7590.343332,7956.006869,8153.277804,8624.168407,9351.044266,9033.932376,9755.66154,10335.84215,10906.52051,11341.93271,12021.46321,11535.77429,11657.34875,12171.37738,13036.00759,14366.29128,16172.25135,18203.51513,18785.46822,16471.36783,15216.30984,14841.97096,15208.65697,15050.71228,15533.48313,16080.65805,16557.84317,16924.78945,18273.42707,18884.37297,15360.45442,17340.37907,20117.76533,21787.10173
Australia,AUS,1810.70643,1877.707064,1854.746154,1967.211274,2131.3803,2281.110305,2343.915919,2580.110592,2724.130672,2991.477279,3304.92737,3495.228201,3949.461643,4770.810172,6482.938481,7003.842471,7486.682604,7775.658469,8252.734457,9294.515783,10208.80368,11853.66942,12779.14592,11515.74451,12421.88077,11441.58197,11392.00439,11651.33012,14284.96079,17834.45269,18249.30145,18859.90746,18624.18773,17699.87649,18129.63531,20448.12197,22021.78391,23646.62305,21479.1142,20712.66978,21870.41597,19695.72974,20301.84317,23718.13385,30836.73068,34479.76793,36595.70715,41051.61207,49701.28178,42816.5674,52144.66547,62605.60046,68072.87323,68190.701,62544.08738,56739.02653,49888.04108,53901.71454,57196.42208,54972.70179,51791.54018,60607.77886,64997.01365,64820.91179
Austria,AUT,939.9148147,1036.728204,1093.014191,1172.557446,1275.457153,1381.077258,1494.049114,1577.141477,1685.662117,1834.078078,2050.705154,2371.65248,2912.595771,3875.483056,4612.619208,5264.91772,5656.145138,6783.951422,8173.329263,9755.404456,10826.97183,9348.488324,9373.488206,9500.050704,8955.848292,9136.170926,13031.8281,16328.5613,17509.76587,17400.52266,21596.06822,22323.13125,24782.71188,23987.20372,25546.24605,30207.06743,29645.94513,26571.75236,27212.46429,27078.70816,24487.29747,24430.49598,26334.86222,32110.11597,36614.25065,38157.37023,40382.20783,46622.96229,51581.39824,47857.44466,46611.13934,51116.89535,48250.40591,50305.35458,51314.97226,43915.22802,45061.49939,47163.74258,51194.07498,49885.99474,48716.40989,53648.71907,52176.66491,56033.57379
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.271893,734.9442328,60.23512054,209.5309545,157.0635499,314.5580191,409.1855438,505.5162042,561.9068079,573.8935287,655.0972496,703.6709986,763.1088955,883.6925807,1045.013633,1578.36733,2472.957257,3851.330152,5574.468104,4950.39949,5843.533768,7189.818692,7495.865277,7875.345367,7890.840281,5500.503646,3880.685228,4147.198142,4739.794312,4805.753718,4229.910649,5408.045352,7770.594223,7125.908584
Burundi,BDI,70.90509996,71.60192987,73.41959791,78.37119825,85.33372858,50.61330396,51.41287377,54.01814247,54.19497821,55.05883885,68.75435391,69.89828169,68.23219179,84.25810658,93.22400483,110.8848275,115.4921318,137.4480444,148.8232325,186.1522736,209.8057367,212.2303319,216.4361914,225.2095245,200.3757118,228.4405426,234.2812448,215.6083115,201.7404008,203.5789442,202.6294462,204.6682584,184.8689705,165.3441203,161.8925843,164.9153117,143.1567412,160.278342,144.4569483,127.5141958,134.5378618,132.1595545,120.9523086,111.4066828,125.1949652,147.2346193,161.8927556,166.1627449,189.5020746,199.097633,216.7277053,230.0705774,231.6884964,234.8430454,250.5404811,280.9668313,235.2862054,236.6944726,224.8993924,210.2364945,210.0081399,214.0914554,250.6342254,193.0071456
Belgium,BEL,1290.286072,1367.788852,1457.26517,1555.022932,1724.018942,1859.509987,1983.131198,2113.821941,2251.315759,2490.107173,2765.890997,3082.927989,3831.6319,4900.962201,5733.798139,6701.377361,7243.047341,8426.946959,10289.76842,11810.61588,12864.00257,10622.80248,9343.8611,8846.234298,8457.268803,8750.818513,12170.0407,15135.85231,16391.09383,16525.06174,20600.37528,21041.66065,23372.61917,22283.93602,24208.55479,28413.82644,27489.55518,24820.93805,25338.44329,25252.80191,23098.88651,23015.07126,25006.1914,30655.20927,35429.40779,36809.70134,38705.1068,44319.16545,48303.39796,44923.34001,44197.39367,47760.82988,44874.17092,46964.59468,47995.7787,40893.80454,41854.54983,44035.32394,47487.21004,46716.62275,45906.28758,51655.78833,50807.20471,54700.90932
Benin,BEN,89.85692465,92.08584813,90.77386101,95.71673698,99.7850246,105.1179869,107.6372119,106.5862419,111.2114942,110.3147947,108.8487795,106.8892927,127.927157,153.6094681,164.9465941,196.455786,197.7263611,207.0129622,249.8029262,310.6513871,358.0030542,319.718186,305.0040635,255.9836016,238.5744574,230.4341172,285.7715511,324.2537652,326.1797577,293.3219496,371.1016043,364.689296,301.773297,387.3100548,262.1298074,348.4352389,369.3943841,344.5504915,361.6019831,525.1305972,487.4241414,492.4014995,546.4638297,676.0028781,758.6958038,779.4377778,809.1470725,912.3382472,1060.602545,1024.102779,973.2442545,1059.413589,1071.525836,1168.926993,1204.399187,1002.418869,1010.533896,1054.974081,1151.74097,1130.821353,1197.501364,1318.834978,1264.70766,1394.373302
Burkina Faso,BFA,69.15024561,72.24237871,77.15292793,78.90877367,80.91478877,82.07461599,82.83606649,84.62720114,84.97378484,86.75553957,81.70756322,84.51493757,99.63358149,114.1376695,124.6714355,152.9015296,155.4854227,175.9638645,223.879112,258.501729,277.5975314,248.7079739,239.0194836,211.9257405,187.8322243,194.0632263,247.4591346,280.2180922,301.1292147,293.1887037,338.5937591,333.7060551,348.5924439,324.1115767,187.2114237,229.0922945,242.7331714,223.8539585,249.5317329,292.8369587,248.9085269,259.4852234,285.6540876,362.3739,403.8128374,441.164148,455.5136556,514.6844512,619.4375333,601.5695207,624.9572522,725.0247677,731.4701389,759.7620652,764.8616751,630.1247508,663.7423648,709.0915359,777.4656185,764.8530778,825.2370388,895.5352884,836.1183046,882.6898101
Bangladesh,BGD,82.48127741,90.36857863,92.58942118,94.1423743,92.57829779,98.60414704,104.4220547,114.2098817,114.4149675,125.8803117,130.2181608,124.5339631,87.77376519,109.6917268,164.9863936,249.804254,126.6930442,117.8877714,158.3242552,181.1307067,206.0757143,224.2413924,199.5959446,184.7067729,193.435021,222.2201804,212.1489939,231.4995845,247.901466,263.0057208,283.0537371,272.0649485,273.4650725,280.7572745,280.6030318,309.4586808,371.9179377,379.2849177,385.6168818,388.0956843,396.6707302,394.65641,393.8864223,426.7488075,455.6140169,480.0858508,490.3880265,537.9554928,613.062041,679.2114774,757.3852804,837.3369447,859.6805364,958.2629898,1094.461997,1224.386477,1649.283809,1811.082217,1965.243727,2129.79897,2248.850788,2482.849178,2716.485927,2551.017727
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,2238.802958,2234.814816,2169.004011,1852.813434,1963.572676,1914.550647,2260.427281,3132.30136,2511.393063,2477.020818,2366.529821,1267.734375,1211.980878,1278.525114,1148.494399,2259.259226,1470.192593,1361.409384,1820.448664,1659.718611,1621.262107,1770.907049,2092.982886,2719.494369,3389.687434,3899.825963,4523.146558,5888.776852,7271.303389,6988.273163,6863.667068,7857.16707,7430.73738,7687.713682,7912.274844,7078.860323,7570.931655,8381.881346,9436.144799,9838.60059,10198.53883,12274.0776,13644.20158,15885.53913
Bahrain,BHR,,,,,,,,,,,1741.822454,1829.740705,2205.917004,2981.092531,3873.716291,3880.440472,5310.191326,6358.420842,6925.988932,7890.829825,9732.725872,10556.50917,10712.15294,10598.84272,10696.93311,9648.65643,7776.956577,8332.914254,8771.785353,8833.411343,9342.538914,10434.1324,10460.15832,11151.8715,11629.35952,11900.93178,12091.78022,12254.66626,11625.03438,12123.35347,14214.48368,13573.23399,13501.47088,14486.0269,15963.94932,17966.16578,19267.28262,20908.40425,23299.49928,19465.31407,21819.32911,25032.78677,26438.67332,26989.76011,26451.79656,23734.05511,23800.00144,24784.76935,26324.40665,27259.74386,24342.84446,27147.80839,30616.26107,29218.86056
"Bahamas, The",BHS,1459.253539,1555.046304,1651.218295,1759.236577,1883.443491,2029.523016,2239.23964,2452.747632,2668.01498,3026.727572,2916.499984,3004.343566,3013.950167,3341.285217,3079.740141,2840.589653,2993.459238,3253.375434,3720.040579,4994.085352,5742.583625,6028.80641,6559.468693,7081.381948,8201.701338,9167.146875,9600.599528,10361.34881,10575.79715,11291.47645,11473.30084,11082.35286,10873.40475,10613.06588,10991.23467,11374.60567,11783.7972,20367.57327,21667.44882,24041.09332,24940.07751,25371.92377,26781.61959,26429.12478,26650.29342,28602.41819,29184.78651,30051.84896,29392.38244,27512.9131,27473.10043,27090.83768,28552.02427,27432.95343,28705.61708,30289.40225,30266.58592,31337.18325,32124.40511,32979.54013,25155.67254,28682.327,33044.38821,35896.50511
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742.882622,1373.371045,1118.175699,929.8721187,337.090896,502.365981,718.9337971,913.8133991,1006.704797,1134.60298,1338.480596,1387.893651,1606.546722,2033.947009,2452.686168,2739.610769,3166.128653,3931.489487,4841.693119,4539.918638,4506.478285,4982.693758,4693.788991,5034.56616,5206.065583,4662.258837,4928.566525,5345.019855,6047.845843,6122.375345,6130.311332,7295.343824,7655.59421,8638.666202
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1706.640919,1805.455925,1658.086413,1589.510113,1460.007914,1370.699914,1452.507105,1396.657187,1511.259791,1210.587439,1276.280381,1244.373185,1479.380663,1819.526531,2378.337005,3126.071767,3848.223503,4735.481076,6376.175692,5352.488092,6034.678852,6527.659343,6953.215917,7998.080205,8341.290143,5967.06856,5039.775609,5785.533977,6360.053101,6837.768321,6542.86454,7489.718947,7994.648061,7829.053137
Belize,BLZ,307.4145083,320.0294767,331.7047943,341.9325838,356.2354084,383.1864353,411.9330199,426.2640714,392.2825661,401.5579905,441.7894689,481.0446415,529.3566475,618.5675023,804.7778636,906.4862774,729.4887808,865.7929015,982.6043702,1071.443696,1774.413699,1752.517038,1629.323229,1677.255482,1814.188598,1754.011087,1859.10214,2165.894314,2405.811166,2741.936384,2988.649523,3192.365269,3645.612437,3862.71049,3879.013747,4012.07959,4045.694451,4016.629416,4127.937186,4291.831682,4729.670804,4721.816257,4861.743142,4962.08962,5156.098171,5272.744172,5527.167759,5765.281999,5713.281268,5401.229631,5451.138972,5582.221706,5709.689188,5950.202999,6128.142885,6154.495935,6142.498732,6072.582676,6031.281396,6190.047923,5227.193638,6122.611586,7068.454783,7459.998151
Bermuda,BMU,1715.314632,1773.995316,1824.182283,1821.790913,1986.64081,2064.853248,2369.472947,2722.462334,2975.954289,3214.049039,3574.169289,4012.773965,4458.080033,5090.091792,5891.887817,6493.628715,7259.91355,8383.031394,8904.942823,9664.218846,11426.60123,13687.79806,14442.79023,16236.7417,17866.91744,18713.88251,20996.97672,23042.74359,24958.1127,26282.6241,27665.52581,28195.70916,28761.96346,30950.07991,31543.06349,34115.34456,45063.61493,48736.6768,51629.28149,54388.34173,56542.95695,59490.2452,63358.56587,67106.80281,71692.1589,77628.10352,97781.4559,107395.6515,110268.5624,104711.7124,104111.8242,99049.01699,100213.4934,101704.4075,100961.5766,104855.3668,108747.3561,112339.4256,113204.8221,115798.0408,106973.1757,112712.0251,120897.3112,125841.6025
Bolivia,BOL,100.8150829,107.4434777,115.0790596,121.3532769,133.8761792,145.5871127,157.7549976,174.312743,193.5165574,205.0547595,219.3531895,231.0582967,267.8941345,257.3418598,418.3793847,468.2981482,519.9946885,600.2882231,683.142437,801.033734,772.7795239,981.381289,930.5930098,880.4611795,982.0812102,838.0800517,604.2573383,649.7087694,672.6071728,675.4699939,682.6768103,733.9354876,759.571135,756.637016,774.0356696,852.7540349,922.1132591,970.3518434,1022.145065,979.344495,975.7770604,930.1682272,888.221329,893.0137602,953.1918932,1020.123262,1202.711504,1354.549059,1692.672485,1731.181721,1929.783731,2315.521219,2575.598571,2870.02377,3041.435031,2996.012898,3035.873478,3306.303012,3500.726422,3503.896011,3099.94219,3384.844865,3643.92827,3686.279965
Brazil,BRA,235.2660095,231.5640633,250.2005729,294.1696194,257.2597269,268.0287606,328.3437915,351.4726004,373.9254326,399.4984191,443.799485,500.001989,583.4920349,814.7317806,1044.769809,1200.558237,1389.749523,1562.29143,1732.500122,1869.713376,1958.571592,2079.709084,2137.625036,1461.255827,1419.731546,1556.129718,1854.037752,2006.002262,2140.650276,2818.99278,3117.735347,2257.609297,2127.316427,2348.882477,3298.712507,4756.748408,5179.13052,5299.396304,5105.890995,3493.571625,3766.548115,3176.289357,2855.940189,3090.60701,3663.823188,4827.781731,5934.144711,7409.691307,8908.331766,8678.659225,11403.28213,13396.62436,12521.72135,12458.89121,12274.99397,8936.196618,8836.286526,10080.50928,9300.661649,9029.833267,7074.193783,7972.53665,9281.333344,10294.86668
Barbados,BRB,346.5754566,366.1354989,377.4384562,420.5043894,413.625432,433.2286796,462.0284524,508.1285706,505.8890661,566.833205,666.4750087,749.8012933,856.0721022,1041.729809,1243.354229,1601.188833,1733.645408,1967.593444,2197.899062,2667.90751,4024.588566,4416.715199,4598.76264,4866.359991,5283.579441,5509.874603,6031.358608,6624.599395,7032.653708,7772.550228,7781.405733,7790.262294,7519.201435,7904.707624,8223.166812,8460.473809,9011.778848,9521.571274,10734.36372,11244.30877,11674.67365,11639.51605,11760.45247,12075.9587,12886.36653,14214.42022,15619.6006,17235.43964,17565.693,16294.90995,18860.38337,19345.99531,19034.0708,19308.00911,19277.94236,18954.29137,19065.80698,19692.76067,20055.91587,20583.72658,18347.11091,18696.7859,22164.02603,23804.02499
Brunei Darussalam,BRN,,,,,,1028.884503,1145.705922,1148.843032,1274.090379,1226.436989,1325.155984,1432.166007,1904.667605,2938.850957,15194.79231,15793.13126,18671.36241,21746.85591,23446.53412,33501.27827,58005.34248,48793.44226,45074.54992,38720.09393,36061.38153,31827.40596,18500.54086,21029.71898,18824.76373,20090.06902,23658.71663,23932.18975,23450.89644,22397.07379,22766.58719,26443.25643,25692.23564,25522.39755,17769.24636,19752.20132,20130.25715,18287.82717,18621.29227,20677.90012,24423.09477,29386.27036,34674.7996,36217.3291,42156.56852,30946.46743,34937.55552,46382.82745,46968.59711,44003.06443,41026.50839,30625.12873,26663.29732,28024.38246,30988.11905,30426.57303,26834.35925,31006.96362,36632.92804,32962.90651
Bhutan,BTN,,,,,,,,,,,200.3452298,207.6665601,212.3751508,230.90177,262.7773662,237.3507344,233.7215323,249.9353583,232.1723697,251.3788053,296.8805108,310.7704117,305.824659,328.2040169,325.545257,321.186831,364.6945696,449.0604439,488.8777574,461.6546188,488.3274315,400.6347052,415.7915226,407.3998425,467.0083121,530.1036769,552.8738914,630.4474101,638.2789623,685.4198306,771.9249114,812.2382108,895.7994899,1022.382403,1130.359346,1299.949386,1405.607162,1850.415704,1919.597749,1918.395992,2435.579807,2787.979677,2751.212887,2679.952172,2849.499987,2954.04082,3152.309051,3435.288048,3400.204172,3576.879871,3191.66907,3570.612579,3711.327679,
Botswana,BWA,58.91800811,62.32240069,65.9864503,68.88641047,73.49257732,79.67907566,89.06157378,100.9451246,113.4457167,131.7765745,163.0318323,212.2442067,264.2337168,374.1894091,446.4878554,493.0294727,490.4695705,564.8317482,695.2193369,909.2071333,1131.63379,1107.028101,1005.624562,1120.532394,1145.029038,993.6167483,1199.846779,1638.826694,2140.514392,2427.68262,2903.153816,2938.594427,3004.612634,2929.43119,2917.255142,3156.181945,3156.268657,3194.181061,2981.196397,3339.99596,3450.811806,3206.071237,3117.250872,4230.123269,4956.692877,5391.070766,5291.583791,5529.125746,5503.073953,5082.933883,6215.732161,7287.382953,6595.53845,6666.912196,7122.364234,6141.203947,6749.059943,7104.964011,7407.959401,7172.089565,6323.314192,7808.20624,8329.040322,7820.232404
Central African Republic,CAF,65.88296298,70.98812592,70.40422927,71.75518757,77.2050398,80.18450604,82.33746946,83.56296511,95.63983921,91.65870595,90.1578443,94.0721473,105.4680616,121.8248461,124.0003497,163.6446683,192.0969908,213.785551,254.6240877,289.1189382,325.2547703,280.3433918,298.4445449,259.5883945,248.313551,332.5153585,426.0269926,449.9521301,466.0705969,443.2268598,501.6562006,464.8282836,461.5873035,404.9545469,261.2603974,333.1458632,293.3065753,265.5212824,266.5705446,267.995954,239.1541337,237.9517025,248.639291,278.4039922,303.4613212,311.9500231,333.9425199,380.8870488,437.2482747,456.4716739,476.873787,534.0572815,544.3958491,364.3669626,409.850486,366.3228539,387.1762034,432.3240257,455.2439629,449.2284676,462.8790713,492.2631428,467.359825,495.9788972
Canada,CAN,2264.948497,2246.083566,2274.428471,2380.317329,2561.638491,2777.183173,3055.288079,3226.382737,3473.237226,3776.156131,4135.821498,4535.393389,5106.73708,5858.334073,7056.708475,7536.520098,8838.947107,8949.109893,9154.433253,10077.50267,11208.20274,12379.03686,12527.31353,13477.10317,13930.47455,14170.12494,14521.18008,16377.69021,19012.57233,20794.68223,21525.86114,21846.79305,20950.33053,20186.79888,19997.62374,20679.63479,21296.97235,21901.56285,21024.58507,22315.24667,24271.00206,23822.09621,24256.01923,28301.86459,32145.54126,36383.66001,40504.0371,44660.08389,46710.25269,40874.88319,47560.6666,52223.85884,52670.34473,52638.11872,50960.84312,43594.1941,42314.06158,45129.62812,46539.17616,46352.86934,43537.8393,52496.84417,55509.39318,53431.18571
Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456.159361,2263.814936,2332.245797,2455.812762,2804.191926,3591.800572,3806.96502,3756.478786,4117.289296,3997.132271,3959.094293,4360.497477,4941.084945,5949.73678,7181.262146,8353.572001,9467.802376,11997.96322,14574.67278,12304.59125,12639.15404,14000.17927,13107.50012,13697.2993,14183.71548,12568.29651,12836.56663,14294.44702,16181.60737,16475.16148,16450.87751,19144.06855,19502.81693,22637.79501
Switzerland,CHE,1954.311321,2155.449969,2330.477365,2508.474307,2734.93009,2865.244848,3044.845604,3237.273152,3413.493582,3657.207942,4044.420682,4834.740494,5884.775241,7855.91887,9004.788599,10328.10894,10864.97123,11643.64674,16282.19325,18265.55886,19393.88055,17665.0139,17999.96926,17859.23237,16991.24588,17152.09485,24459.85363,30440.51082,32690.43027,31308.65083,39574.53981,39544.49468,40713.68815,39237.11866,43091.7771,50113.83212,48092.6433,41584.44178,42680.58673,41695.69129,38865.02194,39638.79111,42458.73847,49335.74563,54659.45715,56242.89336,59011.03246,64989.15533,74175.19279,71568.31239,76531.37294,90476.75897,85836.20768,87304.33058,88724.99094,83806.4476,82153.07454,82254.37693,85217.36915,84121.93103,85897.78433,93446.43445,93245.79521,99564.71003
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40472.66535,42443.71997,43479.19408,41873.74061,44459.73182,48570.77966,56259.53442,57647.11889,62745.10066,74139.97799,,57778.54029,56121.63866,60419.23251,58813.93665,59304.85125,64700.74257,61852.07365,55950.14854,55806.57091,60783.35331,60568.10853,56785.94024,66912.17501,67627.30823,74589.13802
Chile,CHL,504.087277,580.1024571,662.7334757,644.8920604,674.49014,677.7677962,780.0969232,754.8961754,755.8925528,863.5694904,928.7753106,1086.555074,1163.074103,1627.253567,1542.925527,714.1946235,953.9015123,1268.962883,1431.350138,1922.977189,2523.055456,2954.937434,1648.011712,1693.146767,1611.4186,1429.38851,1501.091407,1739.676991,2003.363504,2265.359377,2466.130142,2770.079646,3309.399239,3494.994609,3981.390189,5055.614062,5333.504387,5741.95843,5419.824173,4933.555815,5052.992458,4563.595299,4430.847412,4773.401775,6120.591521,7480.32331,9318.656553,10346.41382,10683.21888,10098.80172,12632.87047,14487.39278,15241.907,15683.54864,14529.67672,13433.9203,13649.85205,14879.90862,15659.48087,14495.71672,13114.81547,16216.57065,15451.13196,17067.81362
