Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256863449,2069870130,1272835453,1201312829,1315158637,1468317435,1596968946,1639492445,1893726437,1845482173,1911563669,2118467913,2376335048,2807061009,3576615240,4900469511,6384452067,9206301270,11662040714,8647937081,9260285756,10142111825,10619320683,11121464437,11609513247,10553337518,10546136236,11527458709,12457940695,13619290539,12641698583,13878908629,19513506553,24085749592
American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512000000,524000000,509000000,500000000,493000000,518000000,560000000,675000000,573000000,570000000,640000000,638000000,643000000,673000000,671000000,612000000,639000000,647000000,721000000,750000000,871000000,
Antigua and Barbuda,ATG,,,,,,,,,,,,,,,,,,77496296.3,88033333.33,109585185.2,132440740.7,149377777.8,166425925.9,184848148.1,212192592.6,246344444.4,297537037,346840740.7,411374074.1,455148148.1,478692592.6,504307407.4,525103703.7,565633333.3,625051851.9,616014814.8,679111111.1,734392592.6,789762963,835514814.8,900551851.9,877514814.8,897988888.9,947955555.6,1026181481,1143714815,1303548148,1487300000,1557540741,1386444444,1298255556,1281337037,1327107407,1325425926,1378829630,1437755556,1489692593,1531151852,1661529630,1725351852,1410796296,1601366667,1867733333,2033085185
Australia,AUS,18607682977,19684003149,19923683188,21540963447,23801123808,25977284156,27308964369,30442724871,32714085234,36684485870,41334726614,45217767235,52042056075,63833440102,88965364775,97304383449,1.05061E+11,1.10352E+11,1.18493E+11,1.34901E+11,1.49988E+11,1.76895E+11,1.94042E+11,1.77267E+11,1.93525E+11,1.80643E+11,1.82481E+11,1.89496E+11,2.36161E+11,2.99876E+11,3.11427E+11,3.25975E+11,3.25525E+11,3.12134E+11,3.22807E+11,3.68166E+11,4.01342E+11,4.35643E+11,3.99674E+11,3.89652E+11,4.16168E+11,3.79629E+11,3.95789E+11,4.67739E+11,6.1466E+11,6.95693E+11,7.48418E+11,8.55007E+11,1.05611E+12,9.28762E+11,1.14884E+12,1.39861E+12,1.54753E+12,1.57712E+12,1.46827E+12,1.3513E+12,1.20684E+12,1.32558E+12,1.42781E+12,1.39272E+12,1.32841E+12,1.55674E+12,1.69086E+12,1.72806E+12
Austria,AUT,6624086313,7346566038,7793042529,8414050621,9213648656,10041659445,10939526219,11634569522,12499863917,13647475854,15312791744,17788536733,21973207929,29399860145,35051468640,39902300703,42791707448,51343861460,61809208756,73647694287,81737498405,70755997062,70996111963,71838528420,67719055773,69114996010,98648254169,1.23682E+11,1.32817E+11,1.32584E+11,1.65811E+11,1.73113E+11,1.94314E+11,1.89634E+11,2.02738E+11,2.40094E+11,2.35953E+11,2.11725E+11,2.17068E+11,2.16422E+11,1.96182E+11,1.96477E+11,2.12837E+11,2.6078E+11,2.9921E+11,3.13952E+11,3.33906E+11,3.8676E+11,4.29234E+11,3.9929E+11,3.89828E+11,4.28955E+11,4.0675E+11,4.26581E+11,4.38556E+11,3.79546E+11,3.93687E+11,4.14926E+11,4.52582E+11,4.42984E+11,4.34398E+11,4.80467E+11,4.71774E+11,5.11685E+11
Azerbaijan,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8884848485,5344000000,444658671.6,1570392598,1193141110,2417331193,3176507376,3962362387,4446368571,4581248567,5272615723,5707616204,6236087738,7276413079,8680405741,13245421881,20981929498,33049419431,48851293785,44292427185,52909294792,65952796428,69679944504,74160560124,75239785452,53076235355,37866996883,40866627352,47112470052,48174235294,42693000000,54825411765,78807470588,72356176471
Burundi,BDI,195999989.8,202999991.8,213500005.8,232749997.8,260750007.7,158994962.8,165444571.3,178297142.7,183199999.8,190205714.1,242732571.2,252842285.5,246804571.4,304339522.6,345263492.1,420986666.7,448412753.6,547535555.6,610225555.6,782496666.7,919726666.7,969046666.7,1013222222,1082926304,987143931.2,1149979286,1201725497,1131466494,1082403219,1113924130,1132101253,1167398478,1083037671,938632612,925030590.2,1000428394,869033856.3,972896267.9,893770740.2,808077223.4,870486065.9,876794723.1,825394519.4,784654423.6,915257323.4,1117113080,1273375078,1356199387,1611835857,1781455140,2032135192,2235820809,2333341334,2451606632,2705783330,3104003546,2644487777,2723586963,2667182200,2576518880,2649680261,2775798697,3338722828,2642161669
Belgium,BEL,11810619368,12561701694,13436827167,14445805381,16168044450,17597783297,18894891312,20252508995,21654856965,24019653475,26706196047,29821661870,37209418019,47743801490,56033077879,65678189097,71113882968,82839905459,1.01247E+11,1.16315E+11,1.26829E+11,1.0473E+11,92095926188,87184239053,83349530159,86268264148,1.20019E+11,1.49394E+11,1.62299E+11,1.64221E+11,2.05332E+11,2.10511E+11,2.34782E+11,2.24722E+11,2.44884E+11,2.88026E+11,2.79201E+11,2.52708E+11,2.58528E+11,2.58246E+11,2.36792E+11,2.36746E+11,2.58384E+11,3.18083E+11,3.69215E+11,3.85715E+11,4.0826E+11,4.70922E+11,5.17328E+11,4.85015E+11,4.81557E+11,5.27197E+11,4.98414E+11,5.24097E+11,5.37987E+11,4.61045E+11,4.74272E+11,5.00909E+11,5.42639E+11,5.36726E+11,5.29694E+11,5.98494E+11,5.93439E+11,6.44783E+11
Benin,BEN,226195578.4,235668220.5,236434954,253927697.3,269819005.9,289908680.4,302925235.2,306221953.1,326323105.3,330748244.5,333627713.5,335073027.5,410331857,504376074.2,554654860.7,676870140.3,698408261.9,750049778.8,928843469.4,1186231020,1405251847,1291120188,1267778670,1095348199,1051134009,1045712789,1336102025,1562412228,1620246084,1502294416,1959965330,1986437797,1695315306,2274558083,1598075944,2169627138,2361116449,2268301646,2455092686,3677393999,3519991440,3666222635,4194342686,5349258094,6190270380,6567654954,7034111315,8169048383,9787734526,9738626517,9535345011,10693321370,11141358106,12517845128,13284527850,11388160997,11821065852,12701655846,14262408080,14391686309,15651545209,17690083520,17401746309,19676049076
Burkina Faso,BFA,330442815.8,350247234.3,379567099.2,394040667.1,410321645,422916789.7,433889766.2,450753923.5,460442689.4,478298645.4,458404268.8,482411179.1,578595522,674773569.9,751133430.4,939972703.5,976547188.1,1131224878,1475583645,1748480621,1928719888,1775842334,1754450096,1600278605,1459880132,1552493196,2036303358,2369834950,2616040479,2615587734,3101300779,3135045584,3356692505,3199536465,1895290637,2379517975,2586550595,2447669102,2804902367,3389566713,2968370088,3190371081,3622350063,4740768143,5451688538,6146353173,6547419820,7625722837,9451435490,9450696873,10109619741,12080295978,12561015157,13444300486,13943016077,11832159316,12833363045,14106955615,15890066221,16032813503,17725010533,19697516284,18820218691,20324617845
Bangladesh,BGD,4274894083,4817580375,5081413542,5319458563,5386054833,5906636792,6439687854,7253575688,7483685771,8471006438,8992722167,8751843188,6288245867,8086725729,12512460520,19448348073,10117113333,9651149302,13281767143,15565480322,18138049096,20249694002,18525399202,17609048822,18920840000,22278423077,21774033333,24298032258,26579005558,28781715189,31598340778,30957483950,31708874594,33166519418,33768660883,37939748769,46438484108,48244309133,49984559471,51270569884,53369787319,53991289844,54724081491,60158929188,65108544250,69476001239,71795736172,79611644975,91636997371,1.02475E+11,1.15276E+11,1.28607E+11,1.33311E+11,1.49999E+11,1.72887E+11,1.95147E+11,2.65225E+11,2.93732E+11,3.21363E+11,3.51232E+11,3.73979E+11,4.16272E+11,4.60132E+11,4.37415E+11
Bulgaria,BGR,,,,,,,,,,,,,,,,,,,,,19839230769,19870000000,19342000000,16563666667,17594944444,17155421053,20249294118,28101000000,22555941176,21988444444,20632090909,10943548387,10350515464,10832064942,9697416974,18991484420,12294964838,11316127379,15031055047,13627325461,13245990274,14183446026,16403043850,21144957990,26157743369,29868657858,34380536496,44432811756,54480684188,52023801230,50760929303,57737040780,54288135059,55852123990,57157782910,50811995689,53964253212,59309748166,66289266349,68631726289,70716821235,84417951261,90642851836,1.02408E+11
Bahrain,BHR,,,,,,,,,,,391577364.1,422181562.2,534081183.7,761132545.1,1042176884,1099107601,1581709519,1989060283,2272042965,2710160739,3493834468,3943109532,4145421080,4247030468,4440874566,4152376484,3470746843,3856922694,4209834173,4393093963,4809511005,5248911170,5402232447,5913001064,6330627926,6651180851,6938166755,7219407713,7031309043,7528469149,9062898936,8976196809,9593510638,11074813830,13150159574,15968723404,18504760638,21730000000,25710904255,22938218085,26805984043,29914680851,31963404255,33823324468,34772526596,32523297872,33884680851,37204813830,39567978723,40446808511,35837632979,40840212766,46680398936,46079867021
"Bahamas, The",BHS,169735993.9,190021993.2,212169992.4,237649991.4,266559990.4,300271989.2,346800000,398000000,453800000,538700000,539500000,573400000,590900000,670900000,632400000,596200000,642100000,713000000,832400000,1139800100,1335300000,1426500000,1578300000,1732800000,2041100000,2320699900,2472500000,2713999900,2817900000,3062000000,3166000000,3111160000,3109000000,3092000000,3259000000,3429000000,3609000000,6332360000,6833220000,7683870000,8076470000,8317830000,8881160000,8870090000,9055290000,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720400000,10395800000,10974100000,11671900000,11745100000,12236700000,12615800000,13016200000,9958200000,11368900000,13136400000,14338500000
Bosnia and Herzegovina,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753478261,6122959184,4735044707,3630668950,1255802469,1866572954,2786045322,3671909673,4116774301,4686256363,5567772769,5800615466,6728220887,8498894359,10156541538,11222796337,12864841906,15778734264,19112796623,17613949091,17176315804,18644233537,17226735996,18179108531,18558733564,16404348871,17116926328,18326373366,20484053869,20482608755,20226036564,23672712242,24534663636,27514782476
Belarus,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17389558233,18404907975,16939790094,16275073527,14931435232,13972683274,14756846154,14130585516,15221352699,12138243081,12736780455,12354820144,14594900945,17825444724,23141566293,30210091837,36961894281,45275711996,60752106347,50873167326,57231904543,61762382328,65685890439,75527558966,78812805039,56454889147,47723545321,54725302250,60031173808,64410122847,61371755326,69673747132,73775179925,71857382746
Belize,BLZ,28072478.07,29964999.97,31857591.86,33750113.75,36194586.19,40110040.11,44450044.45,47431255.75,44999910,47399905.2,53339893.32,59074687.2,65998069.38,78214767.83,103160450.4,118194026.3,97094227.23,117650000,136300000,151800000,257400000,260750000,248550000,262150000,290350000,287300000,311500000,371100000,421450000,491100000,547150000,597100000,696250000,752850000,772300000,819050000,850850000,873400000,929500000,1000250000,1138900000,1172800000,1244650000,1308900000,1400850000,1474950000,1591150000,1707100000,1738900000,1688500000,1745700000,1827050000,1909400000,2032750000,2138250000,2193050000,2240200000,2266300000,2293250000,2388300000,2042850000,2420550000,2846700000,3066850000
Bermuda,BMU,72400000,76500000,80700000,82600000,92200000,98000000,115000000,134800000,150000000,164900000,186300000,211100000,235400000,269500000,312600000,345000000,386300000,447000000,475800000,517200000,613299968,739100032,785500032,889400000,985699968,1039500032,1173500032,1296499968,1415100032,1501500032,1592400000,1634900000,1679900000,1820359900,1867160100,2030750000,2695390000,2932827000,3130748000,3324433000,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,6144000000,6767000000,6980000000,6656000000,6634526000,6312691000,6378188000,6465756000,6413988000,6654541000,6899911000,7142316000,7225977000,7423465000,6887147000,7286607000,7827980000,8141700000
Bolivia,BOL,373250000,406000000,443916666.7,478000000,538583333.3,598333333.3,662500000,748250000,849333333.3,920333333.3,1006833333,1084666667,1286153846,1263600000,2101300000,2405900000,2733350000,3229050000,3760100000,4510500000,4450360000,5778480000,5600390625,5414008621,6169304528,5377276657,3959383520,4347956338,4597611710,4715973437,4867582598,5343262457,5643868749,5734699489,5981222859,6715161732,7396949126,7925736821,8497494652,8285064435,8397855485,8141516928,7905485146,8082399640,8773451752,9549122905,11451844902,13120108008,16674276286,17339992194,19649723722,23963164697,27084497482,30659338886,32996188013,33000198248,33941126200,37508642165,40287647930,40895322844,36629843805,40406111695,44008282878,45135398009
Brazil,BRA,17030465539,17275940449,19231747852,23287712878,20963733695,22465522884,28283323733,31086389195,33930457425,37171640819,42327664794,48869830902,58434858375,83592275863,1.09795E+11,1.29204E+11,1.53169E+11,1.76344E+11,2.00279E+11,2.21338E+11,2.37393E+11,2.58015E+11,2.71314E+11,1.89657E+11,1.8834E+11,2.1088E+11,2.56481E+11,2.83057E+11,3.07882E+11,4.12991E+11,4.64989E+11,3.42534E+11,3.28192E+11,3.68292E+11,5.25369E+11,7.69333E+11,8.50426E+11,8.83206E+11,8.63711E+11,5.99642E+11,6.55448E+11,5.59984E+11,5.09795E+11,5.58234E+11,6.69289E+11,8.91634E+11,1.10763E+12,1.39711E+12,1.69586E+12,1.667E+12,2.20884E+12,2.61616E+12,2.46523E+12,2.47282E+12,2.45604E+12,1.80221E+12,1.79569E+12,2.06351E+12,1.91693E+12,1.87329E+12,1.47611E+12,1.67065E+12,1.95192E+12,2.17367E+12
Barbados,BRB,80021846.91,85363759.31,88782583.42,99893761.22,99252731.41,105021996.8,113195122.7,125553996.6,125733668.5,141393142,166210203,186826488.7,213725248.9,260767889.2,311804643.4,402178605,435911268.6,495097667.9,552883707.1,670362452.1,1012280615,1114204743,1163923830,1236016507,1346890071,1409536121,1547755183,1704370308,1812757918,2006165167,2012131457,2020583702,1957000000,2063342117,2151344901,2216974096,2363645403,2498384130,2817083478,2951822205,3059500000,3054500000,3106500000,3209500000,3444500000,3819500000,4217323400,4675767950,4790410400,4466809600,5191188500,5342183800,5271257500,5361158350,5365976700,5288057750,5330761500,5517340450,5629916200,5788288000,5168344450,5275242050,6257303500,6720733200
Brunei Darussalam,BRN,,,,,,114039500.6,132757528,139029537.2,160818235.9,161210236.4,179078929.3,197525767.8,270822782,433095526.7,2319576214,2496420258,3054765590,3681242528,4100423674,6044367628,10795432294,9367218664,8932198186,7927590750,7632788075,6967623884,4190280003,4918010080,4535130305,4983622881,6039881087,6284497300,6327966445,6203339925,6467782521,7700144057,7663377277,7793034390,5550846025,6309070375,6570999060,6096155748,6333082879,7167725265,8619178799,10547202612,12644616446,13432029496,15926456492,11912904529,13707121031,18524791071,19048443340,18094148099,17097797372,12930296852,11400266055,12128168047,13566908401,13469235348,12005799664,14006496614,16681536443,15128292981
Bhutan,BTN,,,,,,,,,,,61812113.07,66289450.33,70139866.81,78900289.32,92901784.5,86820762.49,88461262.78,97884433.8,94086227.61,105377995.2,128669200.9,139174178.1,141439317.4,156704289.9,160423493.9,163288815.4,191218115.5,242742766.3,272298066.6,264798626.2,287765007.1,240294286,240233531.2,225973692.8,258954708,290490983.8,303408345.6,352229076.7,363458380.9,399311199.5,460733418.4,496110225.7,559345263.7,651935430.3,735348490.4,860391000.2,942879878.5,1255767964,1317517835,1331343798,1708880731,1977728659,1973387228,1943696952,2089079571,2187815804,2357504761,2591358010,2583335721,2735683570,2457604334,2768802960,2898227743,
Botswana,BWA,30411413.66,32902612.87,35644956.64,38091842.85,41616347.79,45788696.33,51465655.39,58642354.09,66248441.42,77361546.51,96243233.66,127448613.5,164460915,244124164,306044207.5,355168571.5,372025093,451624780.3,590407374.4,819870258.8,1060889704,1073812830,1014945696,1172230397,1240822167,1114783343,1392602164,1965226890,2644554159,3083822112,3790636324,3942876703,4146464587,4160129175,4259259604,4730599122,4847757218,5020265627,4790481509,5484263347,5788329609,5489608300,5438863983,7511582173,8957467707,9918907108,9919158482,10567270656,10730829116,10118459242,12637273429,15110643612,13907464500,14271738933,15470088501,13530748845,15082637184,16105155857,17031943186,16725908149,14960291106,18750946600,20321958850,19396084498
Central African Republic,CAF,112155598.5,123134583.5,124482773.8,129379123.8,142025078.7,150574795.4,157930018.1,163820513.6,191767441.6,188039210.1,189106529.2,201450799.8,230317883.4,271183082,281398705.6,378660016.3,451152461.3,507298147.5,610578632,700764747.8,797048198.5,694803622.9,748312390.8,658679332.7,637820670.3,864849836.3,1122265013,1200991978,1264899288,1233930281,1440711459,1377374987,1411917553,1278781262,851174356.8,1115389674,1007791127,937741513,967338389.7,999477510.7,916777282.7,932648604.8,996068144.9,1142315523,1272360517,1337894379,1461859762,1699811295,1993407888,2067381665,2142591540,2437982705,2510126512,1691544110,1894813389,1695825714,1825018145,2072349973,2220979146,2221301351,2326720900,2516498412,2382618615,2555492085
Canada,CAN,40563768947,41038192838,42336211556,45140337827,49503663836,54649410479,61252415405,65856924424,72048833006,79405011125,88192257632,99606454744,1.13464E+11,1.31764E+11,1.60949E+11,1.7442E+11,2.07272E+11,2.12325E+11,2.1937E+11,2.43891E+11,2.74777E+11,3.07247E+11,3.14648E+11,3.41866E+11,3.56718E+11,3.66186E+11,3.79007E+11,4.33134E+11,5.0938E+11,5.67212E+11,5.96076E+11,6.12528E+11,5.94387E+11,5.79054E+11,5.79944E+11,6.05961E+11,6.30608E+11,6.54987E+11,6.34E+11,6.78412E+11,7.44773E+11,7.38982E+11,7.60649E+11,8.95541E+11,1.02669E+12,1.17311E+12,1.31926E+12,1.46882E+12,1.55299E+12,1.37463E+12,1.61734E+12,1.79333E+12,1.82837E+12,1.8466E+12,1.80575E+12,1.55651E+12,1.52799E+12,1.64927E+12,1.72533E+12,1.74373E+12,1.65568E+12,2.00747E+12,2.16148E+12,2.14247E+12
Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72003E+11,2.50082E+11,2.56807E+11,2.70242E+11,3.08522E+11,3.9461E+11,4.17343E+11,4.11041E+11,4.49766E+11,4.35931E+11,4.29355E+11,4.69451E+11,5.28497E+11,6.34386E+11,7.63596E+11,8.85829E+11,1.00143E+12,1.26433E+12,1.53037E+12,1.28953E+12,1.3198E+12,1.45846E+12,1.36224E+12,1.4203E+12,1.46744E+12,1.29712E+12,1.32123E+12,1.46742E+12,1.65763E+12,1.68512E+12,1.67876E+12,1.9268E+12,1.95593E+12,2.26776E+12
Switzerland,CHE,10412232621,11713348834,12989649694,14283872299,15833133858,16780226225,18019402374,19397044714,20712102794,22442043274,24998066773,30040171751,36844318854,49550006320,57103011446,65466081819,68476524644,73135771167,1.0228E+11,1.1497E+11,1.22558E+11,1.12245E+11,1.15043E+11,1.14634E+11,1.09455E+11,1.1098E+11,1.5909E+11,1.99236E+11,2.15541E+11,2.08106E+11,2.65764E+11,2.68902E+11,2.79921E+11,2.72238E+11,3.01375E+11,3.52836E+11,3.40104E+11,2.94788E+11,3.03459E+11,2.97874E+11,2.79216E+11,2.86583E+11,3.09301E+11,3.62075E+11,4.03913E+11,4.18285E+11,4.41635E+11,4.90741E+11,5.67268E+11,5.54213E+11,5.98851E+11,7.15888E+11,6.8642E+11,7.06235E+11,7.26538E+11,6.94118E+11,6.87895E+11,6.95201E+11,7.25569E+11,7.21369E+11,7.41999E+11,8.13409E+11,8.18427E+11,8.8494E+11
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5945677377,6262740657,6439703435,6232906290,6663669065,7332244898,8553643354,8827272727,9676172953,11514605842,,9100755660,8902070446,9649313947,9455340154,9594160920,10528493035,10109968847,9169278193,9170079926,10026153345,10032440928,9439810776,11157002973,11308300346,12507927144
Chile,CHL,4110000000,4829238095,5631285444,5591307028,5964195925,6108679126,7162633082,7057478295,7192102967,8359596194,9144112431,10876091408,11833904488,16826390944,16209693232,7621570062,10338624019,13965595122,15992038535,21806136346,29036709872,34509878044,19529291465,20362016672,19671768024,17717662228,18897110626,22250729667,26042571616,29936735491,33137824762,37846188228,45949608552,49287378599,56998601184,73444831671,78584098983,85741415285,81990010704,75578685736,78339750722,71574739561,70264045939,76492579644,99075985773,1.22294E+11,1.53844E+11,1.72491E+11,1.79895E+11,1.71778E+11,2.17051E+11,2.51383E+11,2.67025E+11,2.77395E+11,2.59561E+11,2.4245E+11,2.49345E+11,2.76154E+11,2.95858E+11,2.78285E+11,2.54042E+11,3.15515E+11,3.02117E+11,3.35533E+11
